In union,ISO code,Country,MW_1549_1970,MW_1549_1971,MW_1549_1972,MW_1549_1973,MW_1549_1974,MW_1549_1975,MW_1549_1976,MW_1549_1977,MW_1549_1978,MW_1549_1979,MW_1549_1980,MW_1549_1981,MW_1549_1982,MW_1549_1983,MW_1549_1984,MW_1549_1985,MW_1549_1986,MW_1549_1987,MW_1549_1988,MW_1549_1989,MW_1549_1990,MW_1549_1991,MW_1549_1992,MW_1549_1993,MW_1549_1994,MW_1549_1995,MW_1549_1996,MW_1549_1997,MW_1549_1998,MW_1549_1999,MW_1549_2000,MW_1549_2001,MW_1549_2002,MW_1549_2003,MW_1549_2004,MW_1549_2005,MW_1549_2006,MW_1549_2007,MW_1549_2008,MW_1549_2009,MW_1549_2010,MW_1549_2011,MW_1549_2012,MW_1549_2013,MW_1549_2014,MW_1549_2015,MW_1549_2016,MW_1549_2017,MW_1549_2018,MW_1549_2019,MW_1549_2020,MW_1549_2021,MW_1549_2022,MW_1549_2023,MW_1549_2024,MW_1549_2025,MW_1549_2026,MW_1549_2027,MW_1549_2028,MW_1549_2029,MW_1549_2030,MW_1549_2031,MW_1549_2032,MW_1549_2033,MW_1549_2034,MW_1549_2035,MW_1549_2036,MW_1549_2037,MW_1549_2038,MW_1549_2039,MW_1549_2040,MW_1549_2041,MW_1549_2042,MW_1549_2043,MW_1549_2044,MW_1549_2045,MW_1549_2046,MW_1549_2047,MW_1549_2048,MW_1549_2049,MW_1549_2050
1,480,Mauritius,105072.264,108002.7673,111102.126,114358.0795,117741.3376,121182.7079,124741.6788,128477.3087,132391.6409,136448.2279,140638.1175,145004.6092,149493.1446,154041.7957,158648.6641,163194.3513,167579.8366,171785.7984,175797.814,179913.236,184229.4791,188550.9715,192784.9158,196753.1269,200379.5687,203807.901,207201.373,210449.2488,213374.9328,215910.6267,217955.0339,217359.5431,216458.6355,215412.1434,214278.5205,213017.4312,211512.5213,209768.5938,207870.6719,205831.8127,203665.1836,201344.3738,198318.6731,194607.6376,190814.0802,187085.5969,183568.2427,180377.9985,177514.787,174958.8184,172663.8127,170517.6199,168719.176,167221.6392,165648.0931,163933.7438,162038.9951,159930.0716,157618.8121,155209.096,152871.1555,150755.6181,148999.8037,147663.7119,146649.7822,145764.1409,144796.4333,143552.6919,141909.0057,139882.3605,137577.3132,135124.4791,132601.7552,130072.62,127629.5775,125313.7961,123149.4866,121069.2527,119037.5031,117078.0706,115169.2691
1,484,Mexico,6860529.372,7042395.462,7226923.748,7416944.362,7614081.372,7818920.327,8031322.207,8251422.128,8480857.938,8722285.685,8976843.941,9271702.577,9604192.157,9943830.152,10289515.57,10638362.46,10987892.79,11338028.42,11687303.76,12032309.92,12384626.73,12750807.03,13118916.68,13480696.23,13834549.11,14180570.66,14517052.49,14843105.56,15158676.98,15465264.93,15763983.85,16042301.08,16298476.14,16543016.03,16780718.64,17016664.09,17254336.53,17505506.2,17766231.7,18024671.8,18279127.18,18423617.61,18544281.29,18641254.94,18717449.54,18771292.25,18806372.71,18827804.6,18840250.27,18843870.94,18835531.85,18810034.96,18775753.02,18737237.55,18695768.02,18659931.63,18629016.49,18598309.92,18568843.79,18542252.4,18520777.82,18501421.32,18480946.31,18465296.47,18452532.71,18436634.51,18419042.14,18403291.54,18392560.3,18379300.73,18354561.82,18324410.53,18297793.65,18277505.35,18262083.46,18248751.2,18242650.5,18246344.35,18255024.03,18264425.01,18266971
1,496,Mongolia,152649.3868,155142.4281,158121.3774,161705.9409,165982.6797,170962.1477,176591.1251,182819.7601,189610.4816,196450.4353,203351.178,210837.5282,218948.3094,227716.0725,237161.131,247258.7854,257938.5829,269102.3875,280639.8596,291429.531,301400.4213,311651.7603,322305.105,333384.6144,344879.7801,356739.4588,368867.1308,379350.3052,389761.1524,400032.5967,409772.6225,418819.9213,427412.0376,435587.19,443323.3653,450575.1937,457265.0127,463291.2338,468572.1974,473052.6538,476976.7853,481703.2683,487532.7379,492374.7221,496034.1927,498378.7125,499324.5908,498830.2977,496952.283,493800.4107,491289.1842,489703.9305,487792.6627,485797.1343,483254.9144,480366.4227,477750.9933,475733.9551,474772.5338,475129.5535,476963.2222,479634.9063,483160.071,488136.1892,494072.2593,500245.7568,505329.1859,509279.0348,513360.1144,517893.6067,522859.6789,528287.2459,533932.705,539611.0542,545713.2819,552283.4501,558815.8594,565322.0331,572205.4206,579661.0342,587757.9849
1,498,Republic of Moldova,660971.7604,668279.7697,675972.0691,684176.8352,693044.5319,702341.6011,711686.9717,720818.9395,729430.8287,737361.8074,745246.323,753253.9748,761153.3707,768617.2249,775621.9869,781932.5048,787403.5065,792139.407,796379.766,797620.855,796035.0938,794533.6632,794178.7404,796018.9342,800002.6586,805473.9394,810616.9677,813312.7867,812169.248,806872.8381,799269.4694,791869.2338,785708.9812,780907.6911,776042.0326,767253.9085,751040.5876,733640.1163,714806.9748,694289.6331,672733.2571,651408.6279,630861.3133,611086.3414,592299.7107,574662.8867,557936.9396,542129.1657,527596.0433,512840.0134,497694.3206,482278.5347,477568.5451,475439.9584,463404.8076,449696.6276,437502.3226,427512.7288,418368.9056,409789.0329,401610.2264,393898.8503,386523.4894,379175.2624,371938.5713,364689.4225,357075.7338,349198.5989,341554.1013,334570.7849,328299.1224,322573.1902,316704.7703,310590.921,305019.9053,300329.634,296495.2552,293427.7393,291021.0483,288972.6059,287081.47
1,499,Montenegro,90092.65,91565.2476,93195.6144,94898.8869,96528.2019,97946.6127,99126.0736,100141.8014,101057.8066,101920.8441,102773.3456,103710.7688,104028.0743,104248.4532,104349.5847,104302.6836,104056.8828,103634.1197,103069.0174,102419.176,101800.1645,101541.8323,101762.0607,102217.7487,102769.6373,103338.6257,103754.9538,103839.8245,103579.6881,103036.9564,102305.052,101562.7493,100877.7622,100057.4524,99087.5799,98139.9496,97218.4928,96297.7297,95267.2297,94097.0675,92856.5758,91864.8273,91052.2795,89998.449,88702.2403,87211.0208,85634.4561,84078.6965,82581.2499,81135.3239,79831.832,78656.6995,79434.2757,81119.3371,80891.7112,79097.4156,77185.4833,75814.5269,74411.0042,72973.6186,71536.1491,70128.0255,68744.4341,67381.5117,66132.544,65005.2321,63945.7602,62951.7653,62124.05,61473.1258,60931.5814,60425.3043,59850.2124,59268.4055,58730.4307,58147.6436,57571.1495,57092.6991,56648.9492,56222.0547,55763.9915
1,500,Montserrat,684.1578,685.3318,691.9187,698.1163,703.6838,713.0376,725.2137,737.5778,753.1826,770.0727,787.4519,804.6547,821.5402,838.4605,852.759,867.4466,881.8707,894.2041,906.7132,915.864,921.894,914.7831,887.5829,852.8264,814.2694,766.6638,711.8903,654.2697,592.886,526.5303,455.1475,407.1508,401.8533,409.5167,412.9328,416.2396,421.5433,428.739,435.9147,441.4678,446.5311,449.4054,444.7657,436.8478,433.1018,427.3681,417.6092,407.0318,397.6597,393.5007,393.0495,391.2777,384.8767,379.7748,379.5449,381.3955,379.969,373.4693,368.8969,369.5473,373.6278,374.2968,371.357,368.2625,366.0006,364.5296,362.331,357.5431,350.9042,345.8379,343.7141,346.8934,350.4041,352.2789,352.8183,352.194,355.6439,363.1879,371.376,378.6114,384.113
1,504,Morocco,2447639.814,2512043.084,2562026.471,2611846.148,2663772.211,2718025.079,2773599.006,2832056.641,2894219.291,2959906.177,3030213.627,3104579.422,3182474.803,3262583.344,3342850.644,3424062.643,3503189.577,3580080.197,3658677.869,3738865.697,3821777.284,3905249.614,3989885.015,4076723.943,4164086.372,4251305.4,4336864.271,4421107.316,4504890.372,4584799.259,4660358.341,4733650.16,4803214.911,4869211.776,4937227.465,5004829.586,5063641.352,5115152.125,5160426.354,5199793.202,5236884.528,5271246.269,5300863.955,5326774.397,5348331.359,5363641.61,5380446.149,5398618.999,5407929.422,5405628.324,5409411.741,5417323.157,5424051.397,5432736.024,5440026.208,5445247.884,5447735.525,5448201.25,5447855.937,5447062.228,5445702.187,5442645.71,5436736.431,5428726.109,5418926.99,5408119.388,5396821.955,5385508.835,5376550.904,5368683.735,5359936.468,5351552.026,5344133.84,5338123.285,5335055.94,5335452.797,5337907.415,5339900.511,5341248.088,5344134.473,5347859.692
1,508,Mozambique,1469854.184,1494624.996,1531472.776,1581049.74,1639022.983,1705086.961,1777537.221,1862419.151,1961053.431,2061231.128,2121925.58,2145923.082,2176466.761,2206643.292,2238333.193,2270956.92,2299776.317,2296878.605,2281002.325,2288160.858,2310165.12,2344054.689,2378471.186,2444756.267,2606737.205,2758168.062,2838403.856,2900617.322,2947649.949,2993885.387,3039117.08,3085340.729,3132597.355,3182001.072,3234109.271,3289938.508,3350050.518,3413445.132,3478993.625,3549349.717,3625931.939,3713287.24,3811355.765,3916819.907,4029826.045,4149380.124,4275254.736,4407888.884,4542350.347,4676562.044,4815825.437,4959205.733,5104738.281,5254900.206,5409206.059,5562660.016,5715831.047,5871567.768,6028857.675,6187254.337,6345669.681,6505683.04,6669478.57,6835152.931,7002945.107,7170029.84,7334235.277,7496053.063,7656536.718,7817036.382,7975573.376,8130756.903,8285272.603,8437068.109,8583992.863,8726770.873,8864734.456,8999923.477,9131631.792,9260691.608,9384943.708
1,512,Oman,100622.2543,102482.6285,104466.3845,106490.1359,109785.8996,114386.9198,119420.3576,125236.1516,131709.935,138684.1063,146051.8514,153914.2666,162368.3214,171281.6733,180472.1397,187659.524,192890.6138,198445.5226,204403.0259,210809.3057,217697.0337,225114.9728,233117.6342,241715.6697,244946.2376,247660.9321,250587.1907,253794.1511,257298.9185,261071.0281,265062.8358,269253.3277,273687.9436,278284.732,288118.3404,298239.8323,308865.2346,319825.8036,330981.3682,342246.526,354248.9344,380076.6699,414790.6436,440795.632,461862.0697,482009.6613,498938.6737,510434.4454,520512.2295,531348.4716,537418.4385,538678.458,556707.924,587787.7982,610743.078,626645.0163,638170.5759,645746.868,650444.8863,653798.4038,656619.1825,659241.5663,661933.102,665219.3711,669609.849,674619.331,679891.0393,685907.1794,693249.9343,701754.4584,710924.0276,721032.8538,731515.6565,741851.2544,753751.5747,767801.9146,783573.0582,800497.6439,817412.484,835939.6008,856588.2931
1,516,Namibia,98245.6761,99937.1492,101722.9372,103476.9375,105248.318,107140.5799,108534.5326,109552.4917,108524.4203,107472.9128,107407.7478,105848.7532,105982.222,108284.2628,110806.6589,113732.4984,117228.8972,121110.5843,125812.3627,137720.2633,149071.2143,153126.9218,156746.8508,160339.2999,163793.4401,167013.4569,170018.6546,172817.4863,175410.9383,177696.5458,179685.503,181402.6128,182811.6137,183852.4445,184715.9863,185676.1107,186800.8281,188114.7775,189686.2024,191467.723,193554.6922,196164.7233,199619.5978,203648.7755,207826.0003,212379.8861,217265.4131,222391.948,227919.3909,233933.5691,240465.0202,247351.0277,254413.8102,262138.4029,270254.811,278311.4779,286397.8513,294481.6628,302788.4688,311338.6598,320116.7881,328989.8757,337804.0841,346481.9355,355190.4535,364592.7411,374589.4462,384573.0003,394531.4131,404276.448,413946.178,423841.0139,433688.5554,443541.6184,453989.6856,466070.5055,479341.4111,492574.31,505362.8705,517914.7511,531542.9182
1,520,Nauru,542.9285,564.2065,585.929,608.969,637.486,670.0815,705.186,774.3045,876.542,980.637,1077.8645,1167.3255,1246.7755,1298.914,1324.199,1341.4375,1362.928,1390.6545,1428.5025,1475.8015,1526.423,1579.5315,1622.7305,1643.7615,1651.836,1661.106,1664.793,1666.5685,1675.3285,1678.5195,1678.3305,1678.1265,1680.362,1678.852,1671.5185,1669.31,1666.2755,1663.1335,1647.3115,1632.8969,1622.4341,1610.0556,1609.5283,1620.0977,1627.2356,1637.1037,1650.9386,1667.2664,1686.4912,1697.3503,1695.2482,1687.941,1671.1467,1645.2633,1627.166,1617.7916,1609.9503,1607.0217,1608.4609,1613.3163,1621.2751,1630.4498,1636.0657,1639.9897,1646.2462,1654.0555,1662.4152,1671.1037,1680.7723,1697.4873,1719.7816,1743.5168,1768.0797,1793.7103,1821.9939,1853.3643,1887.9236,1922.0751,1955.268,1991.935,2030.2018
1,524,Nepal,2475433.618,2523558.139,2566541.615,2611708.813,2657389.827,2703629.529,2750370.363,2800023.554,2853557.84,2908884.973,2966925.131,3026481.857,3086979.408,3150365.725,3214007.482,3276107.749,3337573.746,3396770.801,3456375.976,3523350.203,3600256.861,3686504.533,3790624.321,3891046.242,3978344.704,4064332.876,4146250.61,4229015.228,4311629.555,4395312.747,4479137.414,4563731.615,4646538.533,4733153.25,4819634.002,4905710.773,4991155.324,5076146.588,5163772.283,5254311.389,5346431.399,5423776.773,5482078.569,5537800.959,5602395.085,5685359.617,5763246.283,5818993.713,5875692.948,5999127.88,6175858.934,6332945.005,6416530.948,6433943,6450481.351,6473128.122,6499084.288,6535886.701,6590161.881,6649701.111,6701678.465,6744586.224,6778571.667,6804939.353,6823319.628,6834904.018,6839762.594,6837991.734,6829108.181,6811834.34,6787197.839,6755613.107,6716387.16,6666958.462,6606348.277,6536271.846,6458900.694,6376308.65,6287189.056,6190297.613,6086162.658
1,528,Netherlands,2115070.402,2131756.236,2155566.078,2176387.88,2195463.538,2218231.083,2241796.15,2265159.785,2289324.797,2314980.281,2342246.439,2367970.926,2391757.174,2418416.69,2448323.576,2477506.995,2506027.165,2534552.963,2561459.278,2586114.339,2610587.908,2634941.932,2656682.811,2671659.828,2677273.43,2678168.867,2665311.92,2639927.119,2619443.175,2603301.792,2589595.938,2577258.947,2560536.679,2538016.147,2512294.2,2483339.328,2451206.669,2418564.171,2388619.22,2360307.219,2332438.462,2303381.235,2268115.948,2230842.521,2195040.12,2164139.143,2140439.047,2122634.217,2107317.455,2093531.712,2079149.073,2068572.35,2077039.329,2096441.137,2109629.688,2120093.657,2130041.385,2138016.863,2145130.513,2151293.712,2154887.183,2155892.972,2156330.253,2156945.004,2156611.838,2154419.818,2149987.409,2143790.148,2136758.104,2129056.838,2119702.859,2109420.925,2099484.543,2089469.445,2079948.177,2072070.111,2066907.401,2061947.06,2054585.035,2046398.309,2038179.393
1,531,Curacao,15093.08,15378.1325,15674.7282,15982.62,16306.3449,16642.0274,16987.3769,17342.1132,17702.7721,18067.2975,18429.8584,18783.5087,19122.5285,19442.1317,19738.7452,20014.123,20270.3258,20507.666,20725.7483,20914.0528,21060.9611,21153.9309,21179.7639,21130.6536,21013.6826,20841.6688,20626.4131,20378.9238,20107.1251,19809.9039,19480.2859,19204.5051,19252.445,19533.9868,19780.961,19933.9666,19992.1736,20018.1162,20012.211,19975.2596,19907.0164,20020.7818,20163.5938,20064.0515,19958.5463,19849.8367,19747.5935,19660.7288,21200.8733,22202.1156,21683.5996,21785.3462,21860.3625,21938.9853,21986.2408,22002.9786,22031.62,22075.3876,22124.3039,22167.3297,22201.9271,22225.1041,22238.113,22241.4368,22227.1376,22214.3469,22207.1097,22194.2687,22178.4561,22116.9305,21981.8193,21777.1723,21495.6548,21163.5304,20792.8291,20397.3036,20022.1952,19680.5266,19380.8867,19112.5406,18861.9436
1,533,Aruba,7194.3926,7244.627,7356.0788,7562.348,7803.7126,8053.211,8311.8468,8572.8153,8816.4088,9030.4282,9211.8821,9384.8384,9499.6229,9621.4697,9732.826,9828.9756,9909.8398,9991.2487,10065.7409,10093.6671,10039.4243,9903.9292,9936.8644,10202.1499,10488.0722,10844.3664,11293.6141,11761.0949,12225.0014,12685.4214,12961.5567,13003.9739,12959.5089,12856.99,12723.5948,12602.6599,12503.0772,12388.5739,12245.2397,12074.8314,11838.0913,11735.4079,11676.2812,11629.5763,11598.8246,11583.268,11578.0115,11576.4722,11572.1888,11560.4641,11480.8265,11367.3302,11279.297,11189.3471,11112.7014,11049.6333,10988.8275,10936.6212,10892.709,10855.2517,10832.7068,10817.6519,10809.759,10812.3326,10816.13,10825.5661,10840.8873,10854.0801,10864.5013,10870.4819,10870.2892,10866.607,10864.3534,10865.3683,10872.8263,10891.4803,10927.1791,10977.1521,11029.8832,11072.4417,11093.8461
1,540,New Caledonia,8662.3707,9061.5874,9489.0309,9944.2846,10428.0745,10940.1318,11365.6628,11647.0936,11886.9236,12134.6077,12390.8339,12654.1598,12929.0185,13244.4338,13611.7729,14005.2893,14408.1797,14815.1588,15222.5685,15633.5426,16136.9006,16739.4093,17370.4027,18030.1305,18713.8837,19420.8799,20119.3286,20894.256,21656.6945,22426.7952,23203.3561,23986.8899,24775.5864,25566.6615,26322.8998,26980.8864,27617.4084,28272.2601,28875.6493,29485.1209,30206.9564,31005.8194,31796.4055,32575.6983,33250.9678,33643.9556,33834.6822,33972.5415,34064.3423,34131.0254,34212.8988,34287.0898,34384.1975,34542.8074,34700.2501,34898.8999,35162.7048,35418.246,35665.9982,35906.2192,36139.7672,36377.0392,36581.7531,36767.5699,36943.3922,37120.2248,37279.8162,37408.8442,37539.0072,37669.608,37776.1587,37898.0646,38053.8171,38220.5689,38427.945,38694.8923,39003.4873,39316.4022,39581.766,39791.6297,39912.1502
1,548,Vanuatu,11279.8753,11615.8481,12004.3624,12436.7582,12908.3788,13415.3326,13947.882,14501.9625,15065.8235,14767.1613,14528.201,15227.4234,15942.7768,16675.9277,17424.4896,18184.8067,18946.4512,19699.3733,20452.1122,21214.1458,21954.2997,22661.3287,23339.8506,23974.8227,24641.0911,25350.8042,26049.7559,26650.2037,27084.1528,27641.0849,28494.0421,29445.934,30356.8368,31197.0979,32112.3392,33143.2198,34198.9245,35262.5218,36326.3868,37437.3773,38506.0806,39512.8118,40566.4882,41654.7108,42764.582,43892.4317,45046.4136,46234.8709,47414.8299,48548.5099,49720.9025,50929.9253,52141.113,53379.7977,54627.9123,55900.812,57211.3641,58714.9359,60529.9544,62139.4758,63394.9264,64625.7157,65825.5689,67006.0791,68163.0813,69269.8068,70317.3139,71309.2331,72246.5225,73122.9035,73926.1145,74648.3652,75298.7348,75888.8448,76452.1015,77009.1122,77560.4453,78114.2143,78662.9484,79197.4784,79702.1335
1,554,New Zealand,353756.5052,359856.9405,367790.3506,377630.7367,388783.3652,398963.528,406310.6932,411562.2921,415957.7859,420439.3725,426091.0276,433817.3846,444647.3493,457510.22,469293.5099,478597.0923,486927.6843,494524.7896,501673.8124,508975.9768,521911.3288,537042.0885,547169.5535,556014.9512,565781.2267,575975.2671,585506.3756,591945.8471,594744.1135,595384.2902,595020.187,596499.4885,603068.2423,612405.2552,619978.3859,625107.8438,628502.9193,629690.5374,629233.9392,628584.7061,627324.7732,623914.1452,619237.3909,617157.29,620705.5525,629632.5792,641603.3657,653691.768,664056.0986,674282.624,682656.3361,682566.4708,680628.26,682925.8345,684778.135,686280.9057,688453.2626,690760.5495,692724.5272,694162.8681,695251.702,696067.6073,696433.8946,696312.1975,695681.4923,694729.9976,693604.3835,691857.5386,689217.8468,685790.0612,681825.3543,677885.1946,674560.3828,672003.1866,670226.1188,669216.3224,668669.3909,668452.4357,668700.1404,668976.0134,669125.6236
1,558,Nicaragua,314472.6275,324440.9446,333113.11,341959.2643,351792.1949,362052.5498,372560.1727,383279.0638,394163.2877,405126.4864,416432.4314,428036.4287,439657.0487,451397.247,463229.8171,475162.3561,487373.9344,500023.2044,513333.8357,527418.5252,542239.4757,557855.3443,574240.8476,591345.5213,609066.0762,627204.6975,645162.7328,662652.7037,679538.502,695472.8704,710754.3172,725750.865,740678.5287,755660.5404,770741.7885,787030.9329,804130.0263,820974.0928,837874.5194,854662.0487,871240.6011,887701.6018,903971.9995,919679.3982,934942.9819,949788.4924,964245.5989,978201.0339,991657.4381,1004691.457,1018220.608,1031891.701,1045118.877,1058142.93,1070603.447,1082592.046,1093877.005,1104266.856,1113897.158,1122815.586,1131068.285,1138704.965,1145571.664,1151693.187,1157199.326,1162123.79,1166397.769,1170002.085,1172915.355,1175168.671,1176915.737,1178081.024,1178735.827,1179090.031,1179320.974,1179559.018,1179568.008,1179438.564,1179381.19,1179214.038,1178890.619
1,562,Niger,943650.5959,967565.529,992286.6433,1018048.296,1044774.238,1072640.644,1101703.225,1131917.736,1163002.674,1195090.642,1227603.687,1260109.214,1292781.29,1325996.462,1360012.341,1395514.539,1433248.162,1472856.017,1514172.432,1557483.902,1602407.683,1648408.004,1695583.011,1744559.125,1795750.122,1849921.96,1904800.241,1958792.459,2016560.949,2077862.078,2140470.541,2205165.674,2271584.78,2340168.736,2411301.068,2485452.374,2563034.471,2644386.193,2730013.402,2820360.102,2916174.949,3018085.45,3130832.386,3235760.98,3343632.072,3460665.608,3585381.352,3711592.186,3840419.553,3973833.441,4113493.781,4260730.515,4411988.083,4569012.625,4729732.598,4892958.653,5058189.638,5225229.795,5393959.555,5563958.639,5734834.311,5906294.35,6077669.009,6248375.954,6418432.01,6587474.457,6754941.86,6921343.615,7086840.814,7249630.383,7407691.469,7560472.17,7708724.194,7852440.466,7990096.537,8119613.5,8239480.32,8350274.529,8452267.113,8543970.125,8623849.382
1,566,Nigeria,10075601.21,10281756.78,10491518.9,10714067.59,10953900.19,11216256.38,11493773.66,11790037.09,12102504.6,12425802.91,12773560.35,13127156.45,13475758.38,13773114.96,14075093.59,14436579.59,14799223.64,15174651.21,15572577.06,15993589.14,16439891.23,16810139.73,17195653.47,17604193.4,18026806.78,18459038.32,18897258.96,19351634.51,19829141.41,20318573.98,20803646.02,21285243.89,21770222.95,22261797.22,22760956.38,23260921.68,23758446.42,24262584.89,24777446.51,25407271.66,26060627.6,26738106.66,27429432.34,28130870.38,28839099.49,29548609.84,30294803.87,31089002.77,31879795.56,32660952.23,33477325.84,34316802.79,35162738.74,36026140.14,36876751.58,37724430,38600252.99,39496255.7,40407253.6,41334685.85,42276689.15,43227767.5,44178599.67,45120657.31,46056022.16,46980077.49,47883593.83,48761664.92,49608197.18,50415684.48,51179826.19,51912712.79,52620229.87,53298553.29,53939968.61,54533704.42,55087503.79,55608721.65,56093039.44,56528072.05,56895738.93
1,578,Norway,578786.7856,577326.5985,578145.6544,579952.183,582305.2509,585627.7401,589739.5458,594767.1407,600391.4737,606100.549,611897.4804,618302.3009,625399.8321,633230.5586,641829.2883,650571.6316,659573.26,668758.4137,677582.6962,684954.8835,691014.3162,697788.0654,704645.2582,710081.5085,713343.074,713767.3118,711471.1442,708372.099,706634.9041,706279.8088,705464.2915,703781.2443,702682.7748,701029.7417,698773.4258,697075.8873,695736.0572,696162.9112,697106.2766,699062.7923,701533.4205,704532.0712,707863.4041,710800.392,712501.165,712758.3619,711533.9146,709127.7996,705707.9796,702319.5616,698240.1937,693449.09,693172.4166,696794.1208,698098.1086,696893.6298,694048.0988,690360.871,686949.8376,683681.1947,680540.6245,677635.4143,674885.5787,672397.2188,670291.6506,668176.6936,665793.8377,662922.9725,659390.6,655404.9102,651190.5836,647322.1908,643943.8133,640634.0264,637799.7332,635555.8363,633864.404,632576.0375,631827.3051,631673.2867,631719.6304
1,580,Northern Mariana Islands,621.6537,688.1217,776.3824,865.2862,931.6496,982.1716,1037.1053,1094.6488,1154.8185,1214.4079,1324.6469,1517.2538,1759.327,2039.6198,2362.008,2731.9392,3151.6553,3624.0263,4146.1766,4710.3931,5152.8228,5398.9926,5579.8957,5742.9682,5885.3434,6099.1252,6654.8571,7547.9084,8593.8029,9791.4171,10583.236,10674.78,10503.9094,10239.7275,9889.2555,9456.4523,8946.9821,8369.8246,7734.1055,7049.8182,6535.2639,6246.7794,6026.5947,5805.4569,5579.6674,5346.8641,5110.1365,4875.6823,4645.2038,4420.7582,4214.8907,3994.9713,3745.6774,3503.3317,3281.7631,3088.1239,2920.3028,2785.4498,2675.9871,2583.2124,2509.4967,2453.1654,2411.5867,2384.8899,2381.49,2405.7453,2449.0706,2508.7363,2579.2113,2657.6355,2744.0766,2833.9523,2926.7803,3028.479,3146.9943,3291.9029,3462.5767,3641.6615,3817.1354,3988.6272,4149.0327
1,583,Micronesia (Fed. States of),6306.9105,6442.863,6552.211,6668.0025,6800.525,6972.4505,7178.2185,7398.4905,7628.67,7872.029,8130.397,8399.62,8680.242,8973.838,9285.2785,9613.5415,9959.9335,10323.761,10625.7285,10866.7535,11123.8195,11396.3495,11828.953,12409.76,12940.31,13334.3135,13623.5,13878.1585,14089.3555,14260.098,14427.7495,14582.8403,14710.3141,14795.6766,14845.1034,14846.2208,14791.1473,14693.4212,14559.2942,14379.0413,14206.5886,14104.8833,14042.1674,13991.0789,13968.6364,13960.1237,13954.9817,13989.9193,14055.8592,14099.2659,14206.6515,14356.1601,14468.6477,14586.6411,14712.3552,14859.1198,15023.5542,15212.0306,15425.3828,15627.0792,15816.3956,15996.9922,16167.1664,16344.1398,16535.5601,16738.6101,16938.0018,17130.6152,17307.2394,17445.7928,17560.1874,17655.6067,17698.0028,17715.899,17742.4062,17764.8463,17793.9193,17797.788,17758.6149,17734.8328,17737.2041
1,584,Marshall Islands,2891.067,2968.734,3005.378,3057.223,3153.9305,3283.106,3417.9675,3562.355,3712.828,3867.2275,4029.2005,4203.687,4398.001,4605.963,4821.9345,5048.6775,5283.418,5528.409,5781.0195,6011.5945,6220.346,6433.347,6650.494,6872.03,7096.5065,7319.645,7537.195,7747.3645,7953.4905,8151.395,8329.0865,8492.425,8652.606,8800.778,8924.579,9020.8315,9093.8425,9148.1665,9137.4264,9105.2064,9045.4885,8950.7448,8824.5432,8672.8042,8499.0048,8310.5878,8104.7151,7881.4578,7642.8253,7395.8213,7136.9886,6765.414,6314.3346,5884.7612,5507.9022,5190.486,4894.3588,4623.8074,4374.4974,4151.8941,3949.9203,3768.7177,3612.2535,3478.0149,3367.8162,3279.9155,3215.0463,3167.9751,3139.9455,3129.5632,3142.7876,3187.3652,3251.1946,3323.234,3401.4288,3482.9176,3563.7306,3641.9148,3709.9686,3770.7692,3831.9913
1,585,Palau,1104.3276,1128.0289,1150.894,1166.0321,1182.4158,1199.1106,1209.7045,1221.3635,1237.1676,1247.85,1263.4952,1307.4058,1374.2228,1443.831,1515.5521,1588.9656,1667.8851,1742.5389,1811.9959,1876.6381,1946.4547,2032.8412,2120.434,2210.7647,2310.3984,2410.3477,2503.166,2592.2273,2679.1569,2763.1286,2824.1919,2848.509,2852.5327,2843.622,2821.9747,2784.7616,2718.3949,2650.3042,2584.5931,2522.0501,2460.3639,2398.5751,2335.3628,2263.4915,2184.2296,2110.3263,2048.6769,1998.8608,1954.4735,1911.0718,1869.6925,1827.6616,1786.1782,1742.912,1702.6247,1666.7724,1632.588,1603.6157,1577.937,1556.1466,1540.1124,1527.5764,1519.9071,1516.3683,1513.7847,1508.7807,1505.1422,1503.1846,1498.5496,1494.7358,1496.133,1496.5257,1493.4163,1494.8546,1501.8843,1515.4313,1534.9177,1554.9027,1578.8609,1606.1827,1631.6886
1,586,Pakistan,9346818.302,9586086.243,9838583.514,10109298.52,10397033.5,10709608.12,11055494.15,11435349.86,11845668.05,12334899.23,13002651.59,13714550.3,14243952.59,14695720.94,15073766.25,15469094.29,15917337.23,16385593.13,16854555.06,17306006.97,17789576.37,18280369.09,18674694.67,19055886.21,19487960.63,19951572.76,20453070.88,20967716.69,21508507.5,22075207.44,22702725.79,23358423.91,23943189.34,24516660.3,25157062.87,25809730.21,26470958.27,27264399.17,28241810.79,29162392.67,30057701.21,30856694.12,31510591.39,32034588.43,32508417.03,32948942.94,33357243.72,33848663.53,34476435.97,35166479.66,35966061.02,36878114.28,37752312.12,38537004.05,39301803.62,40090422.86,40913570.73,41771135.5,42661131.24,43560226.7,44456555.05,45343262.24,46208973.2,47059933.21,47895092.43,48708097.31,49491626.51,50241809,50965121.32,51659725.48,52315055.12,52930276.66,53511508.16,54066034.03,54590636.8,55079909.77,55531000.51,55938614.15,56298901.12,56598228.45,56838384.24
