In union,ISO code,Country,MW_1549_1970,MW_1549_1971,MW_1549_1972,MW_1549_1973,MW_1549_1974,MW_1549_1975,MW_1549_1976,MW_1549_1977,MW_1549_1978,MW_1549_1979,MW_1549_1980,MW_1549_1981,MW_1549_1982,MW_1549_1983,MW_1549_1984,MW_1549_1985,MW_1549_1986,MW_1549_1987,MW_1549_1988,MW_1549_1989,MW_1549_1990,MW_1549_1991,MW_1549_1992,MW_1549_1993,MW_1549_1994,MW_1549_1995,MW_1549_1996,MW_1549_1997,MW_1549_1998,MW_1549_1999,MW_1549_2000,MW_1549_2001,MW_1549_2002,MW_1549_2003,MW_1549_2004,MW_1549_2005,MW_1549_2006,MW_1549_2007,MW_1549_2008,MW_1549_2009,MW_1549_2010,MW_1549_2011,MW_1549_2012,MW_1549_2013,MW_1549_2014,MW_1549_2015,MW_1549_2016,MW_1549_2017,MW_1549_2018,MW_1549_2019,MW_1549_2020,MW_1549_2021,MW_1549_2022,MW_1549_2023,MW_1549_2024,MW_1549_2025,MW_1549_2026,MW_1549_2027,MW_1549_2028,MW_1549_2029,MW_1549_2030,MW_1549_2031,MW_1549_2032,MW_1549_2033,MW_1549_2034,MW_1549_2035,MW_1549_2036,MW_1549_2037,MW_1549_2038,MW_1549_2039,MW_1549_2040,MW_1549_2041,MW_1549_2042,MW_1549_2043,MW_1549_2044,MW_1549_2045,MW_1549_2046,MW_1549_2047,MW_1549_2048,MW_1549_2049,MW_1549_2050
0,174,Comoros,16431.3755,17082.519,17773.7065,18494.2012,19239.3372,19977.0949,20728.5528,21531.46,22381.9078,23281.4575,24233.3844,25315.4712,26379.5987,27456.3088,28530.4086,29583.3913,30603.727,31595.3322,32568.3475,33542.8234,34536.9797,35505.4983,36194.7313,36691.7706,37326.8923,38130.5167,39105.361,40291.3703,41712.9092,43279.7042,44875.9249,46472.7459,48035.4885,49607.2037,51316.4006,53049.4023,54669.6484,56230.1564,57791.2928,59356.4261,60882.0742,62354.7676,63765.8419,64758.7469,65381.4804,66098.0239,67001.0481,68273.9031,69738.912,71080.8418,72496.2007,74045.488,75625.2299,77309.8605,79202.5201,81299.1539,83487.0718,85735.8033,88025.249,90338.3938,92658.9111,94989.8931,97353.4456,99752.1438,102148.9366,104533.9499,106905.2038,109232.3979,111527.605,113824.2943,116110.3164,118383.6322,120658.5888,122970.2736,125350.1365,127779.443,130255.8141,132786.0488,135412.2804,138150.8746,141005.1624
0,175,Mayotte,3662.8867,3765.1092,3876.4049,3994.2532,4115.6753,4238.856,4363.9137,4491.3781,4655.3677,4902.3182,5203.4386,5523.6008,5861.6971,6205.779,6548.9641,6917.7853,7379.272,7917.5547,8471.7935,9041.0967,9616.1782,10197.8215,10858.7933,11605.7705,12385.6602,13188.2179,13995.2668,14731.3702,15343.079,15920.9739,16530.0403,17156.6185,17682.4173,17960.617,18662.9557,19901.967,21076.4202,22054.3121,22754.4846,23268.5406,23868.4231,24570.1572,25464.5651,26595.5128,27803.6991,29050.0276,30394.7209,31661.2923,32322.1778,33048.633,34337.7875,35708.3415,37177.8533,38959.1135,40992.3207,42841.8999,44567.7519,46233.9347,47893.1175,49597.1351,51253.6142,52735.7065,54119.3659,55409.5768,56527.7986,57597.3803,58987.0766,60479.0889,61969.1752,63699.7787,65350.5242,66912.9265,68559.7853,70212.9926,71793.7507,73363.4439,74905.2261,76532.505,78197.0662,79831.4262,81501.3309
0,178,Congo,133932.0171,138141.7635,142539.4164,147085.8614,151756.5401,155934.437,159657.1597,163609.7109,167852.8099,172493.991,177589.3712,183063.1876,188694.6172,194457.0902,200973.398,207909.3549,214512.2273,221112.3615,227695.6306,234512.1342,241866.6122,249734.7772,257838.2105,266620.8245,275224.1818,283070.217,290956.0736,296738.9756,303337.6965,312862.853,328865.1411,344487.107,352372.0347,362965.0371,376971.6799,391695.8755,410258.3664,428558.3696,444492.4918,465544.4763,487798.4178,503422.7594,516154.9513,526564.7532,537610.0667,549653.2009,563752.933,580155.2776,598243.8051,617845.475,639306.7383,662333.9745,686839.6048,713632.1796,742306.8045,772858.8027,804555.5029,835958.7051,866508.8544,895665.2427,923244.1091,949503.3525,974904.7225,999549.9572,1023168.416,1045665.559,1067729.98,1089683.755,1111725.55,1134302.404,1157351.181,1181138.373,1205620.115,1230484.644,1255703.65,1281263.684,1307328.426,1334047.731,1361266.615,1388528.191,1415834.138
0,180,Democratic Republic of the Congo,1473011.159,1505124.961,1536819.436,1571643.818,1608903.414,1648414.088,1689068.009,1730717.114,1791497.936,1865895.055,1929438.294,1987864.773,2051190.276,2121451.087,2198110.694,2282152.541,2360395.517,2439347.713,2521139.085,2602739.229,2692822.326,2784589.495,2880131.108,2986519.24,3154724.764,3296649.085,3324076.452,3347319.124,3448600.615,3598310.281,3743146.635,3891762.992,4041357.849,4188454.799,4340840.685,4503637.263,4669427.52,4834152.136,5070967.936,5326168.089,5613092.474,5926692.216,6243806.973,6564282.834,6893336.32,7226477.72,7601876.849,8010123.001,8393015.918,8770075.678,9167740.847,9591891.576,10043218.16,10528283.93,11037975.97,11566557.64,12117307.96,12695050.55,13297525.09,13920284.28,14559300.7,15212399.47,15888687.07,16592597.11,17313589.9,18046257.35,18791556.3,19546419.29,20310571.53,21084484.37,21864253.24,22642640.64,23413117.96,24175645.85,24930565.36,25674063.42,26406937.59,27128543.24,27836753.92,28531014.87,29205203.09
0,184,Cook Islands,1547.9159,1587.3527,1616.9532,1610.6178,1594.2561,1571.0916,1547.6476,1574.6668,1645.1751,1699.9068,1746.6572,1794.4962,1840.0381,1871.9949,1881.4477,1877.2485,1874.4593,1908.0409,1968.2641,2016.3071,2054.7744,2085.2293,2099.8209,2096.229,2081.9183,2063.3771,2048.1927,2015.5141,1957.2876,1893.7504,1830.2213,1771.4135,1765.9904,1803.8636,1831.157,1855.7125,1882.3259,1928.6453,2017.4862,2096.171,2162.6622,2210.4033,2210.1096,2178.3846,2150.3528,2126.5192,2102.4806,2036.7185,1933.2942,1834.7125,1744.3345,1657.2436,1565.396,1474.7664,1409.5681,1368.5924,1332.8618,1303.1661,1275.8345,1250.7848,1231.9251,1212.9303,1194.4967,1175.1474,1151.9262,1125.6617,1095.9157,1061.4887,1020.4255,976.35,932.0811,890.5408,855.6511,826.9308,802.4355,782.2425,768.6363,760.4391,755.7455,757.6419,764.6475
0,188,Costa Rica,181641.661,189196.2126,197105.6544,205396.2067,216203.2861,227474.5975,239038.2077,250681.0419,262209.4333,273497.0415,284463.6862,295025.3367,305118.9497,314522.2937,323476.8521,332319.1586,340993.3081,349601.01,358407.245,367846.9298,378586.1951,390989.2689,404922.3366,420246.4537,436770.6516,454154.7433,472198.0685,490819.9187,509740.5133,528597.284,546955.0979,564601.4029,581503.4537,597657.255,613025.4316,627602.6384,641375.8027,654335.7512,666577.3608,678094.5726,688739.2628,698391.47,707145.6236,715358.5868,723437.1133,731391.674,738836.4157,745083.4081,750321.6002,755126.639,759973.5415,764602.8378,769367.4869,774855.0163,780060.2644,783381.661,785640.9589,787834.091,788572.4571,788081.6405,787133.1374,785173.6692,781766.4676,777174.7786,770635.0941,760957.0242,748428.6559,734376.8165,719788.0642,704737.7776,689357.2859,673921.3974,658295.3526,642249.1971,626002.7545,610050.7229,594500.423,579122.2379,563742.5267,548289.4985,532915.7616
0,191,Croatia,432548.3212,436323.1306,437708.3677,437414.3843,436227.8022,434767.3775,433153.5375,431130.8446,428406.8059,425044.8708,421784.6927,419474.1436,417547.2691,415173.294,412420.7845,409317.2088,406728.5333,405534.8921,405507.6747,406168.9824,407024.463,404852.0937,401683.8812,398231.5531,395627.3619,393439.6732,389972.8788,384910.406,379371.7041,373680.3543,367778.4334,365635.9382,373091.1471,379850.7564,386317.4216,392203.1266,397769.5273,402471.8431,406633.0163,410645.3227,414112.8946,416634.8198,419401.5997,422501.0536,423604.3887,421245.8091,415696.133,407974.8144,401399.3392,398935.6632,399605.8529,401587.1695,406424.2829,413429.7003,418519.6088,421227.7954,422779.9064,423551.0418,423617.2934,422635.2508,420454.1304,417441.3638,414042.7452,410322.8715,406185.6733,401667.345,397938.2366,394206.4494,389173.5436,383563.494,377830.0038,371833.7842,365845.4792,359793.687,353256.3786,346464.2205,339248.6468,331572.8491,323936.0992,316452.552,309010.8587
0,192,Cuba,640722.1666,656283.5479,671800.564,687052.3527,703051.6661,721415.9025,743638.7312,770602.65,801955.4632,835815.7527,869991.8546,903937.4524,936050.0107,964661.1877,990493.7562,1014465.635,1037117.77,1057709.422,1074496.624,1085828.271,1090703.542,1088891.648,1081520.988,1070591.277,1057217.023,1043146.299,1030687.376,1024098.714,1025195.816,1031475.56,1041556.585,1053660.981,1066255.17,1081011.122,1097671.086,1114872.544,1130061.731,1141200.386,1147524.421,1149427.888,1148234.927,1146003.014,1140647.718,1131327.736,1120626.38,1110260.444,1101058.543,1091794.941,1080964.027,1067311.851,1051293.039,1033340.006,1013898.916,996991.3043,986188.9464,980451.2516,977909.7567,976598.2779,975638.5696,974700.9361,973758.2182,971455.552,965773.021,958181.3282,948968.4417,936962.3045,922609.8372,907043.4114,890095.9457,871944.3127,853730.5695,836830.0951,822047.8055,808479.3007,795638.1382,783242.8618,771174.2433,759515.5419,747662.2312,735742.254,724161.3395
0,196,Cyprus,62155.4773,63239.7431,64385.1533,65470.8785,66595.3954,67399.3993,68622.071,69941.5892,71022.4317,71791.5464,72222.5649,72339.467,72442.0437,72999.3441,74010.3299,75252.6224,76658.7876,78134.5704,79579.8394,80940.9638,82223.6589,83460.7296,84801.7705,86743.3066,89426.8926,92575.329,96071.1639,99775.0794,103553.7007,107293.8033,110893.7909,114297.7655,117706.0836,121339.7117,125191.3502,129180.9882,133181.4173,137026.8799,140555.7025,143648.538,146231.2752,148305.901,150045.9626,151408.5727,152432.1528,153154.3776,153631.8566,153925.4941,154089.2599,154164.8492,154186.3171,154198.7398,154245.4181,154358.3234,154539.5194,154799.2772,155136.7416,155624.5845,156042.25,156265.056,156523.3566,156842.5781,157087.8036,157178.2118,157168.0362,157103.96,157048.3545,156882.7669,156573.9644,156122.3922,155389.9324,154353.2246,153083.0583,151686.4694,150172.6517,148497.4683,146651.4213,144683.1826,142661.7747,140581.4185,138443.1137
0,203,Czech Republic,713392.0207,708462.8849,699897.1942,688621.6404,674090.6207,657825.5713,642728.5423,630651.2829,624977.5908,626917.6205,631221.162,653324.178,673269.5974,691875.833,710581.5137,732695.6916,759602.2713,791069.0586,827945.9836,869771.849,913147.3225,954242.4079,991502.5269,1023682.81,1050238.936,1070373.544,1084295.253,1094845.501,1103148.623,1110008.958,1117324.495,1126716.759,1137621.944,1149028.84,1159828.321,1171024.03,1183556.458,1195062.518,1205895.056,1214613.005,1218749.021,1219854.311,1198640.139,1175594.458,1152584.172,1131669.669,1113549.146,1098213.431,1084385.752,1072148.667,1062629.994,1055146.079,1089860.866,1122335.526,1105890.832,1081868.293,1066221.315,1061212.671,1055479.502,1050115.833,1046735.352,1045232.704,1043946.705,1041705.1,1038314.984,1033303.364,1028868.736,1021601.909,1007336.815,989972.8069,972034.9393,953627.6011,935567.2704,918267.5587,902127.0965,887727.7112,874282.5457,862224.4734,852580.1012,844567.6787,837203.2009
0,204,Benin,126331.4155,129032.0878,132081.2793,135463.4632,139150.8566,143154.998,147553.703,152318.6807,157304.9181,162474.9366,171639.6979,181074.7331,190726.4988,200717.8162,211135.906,222035.8522,233446.0382,245367.4634,257804.4963,270789.0303,284356.0402,298525.0308,313304.009,335179.4935,354136.3942,365665.6914,381985.0875,401841.5343,423694.4133,446596.1546,470152.4437,494191.4235,516348.4926,539298.4294,562667.6773,587980.6992,612638.683,635714.748,660543.1293,688338.1302,717621.8771,746100.4412,774833.2006,804042.3409,833173.0508,862959.8345,894441.4167,927337.5483,961868.2561,997717.282,1035199.581,1075480.211,1117798.641,1160738.529,1203778.584,1247819.666,1293937.422,1342482.511,1393910.204,1447847.458,1503355.901,1559660.024,1616037.304,1671593.173,1725770.607,1778778.794,1831234.149,1883932.634,1938044.908,1993991.526,2051319.246,2109667.073,2169176.659,2229762.403,2291310.652,2354912.043,2420695.067,2487671.838,2556875.348,2629125.07,2704313.727
0,208,Denmark,356505.2224,358925.2537,361511.8164,364881.9415,368513.5807,371737.2701,375706.7941,381461.7252,388920.2424,397989.3633,407435.4607,417355.3384,426513.1716,432354.174,435665.1056,438300.5946,441487.2519,445974.9444,450072.4583,453818.4296,458463.0849,461134.075,460980.7865,460711.3531,460180.1354,458962.7122,456781.979,453413.3731,450343.9719,448387.7628,447553.519,448491.1442,450826.6586,453705.4707,457815.1855,463236.7458,469973.6833,478966.6153,489628.7242,500116.3591,509828.8775,518420.3743,526573.368,533673.6504,539801.5592,546570.3699,553340.0533,558342.548,562548.9261,565769.2908,567790.9349,571259.666,578700.0129,584630.3204,587576.6966,590823.14,592838.131,593676.8934,593450.3771,592663.4022,591955.626,592275.4627,593702.8021,595202.3722,596634.201,597557.1031,598422.4385,598358.5378,596720.4168,594714.6525,592411.9922,589667.8114,586882.3112,584406.4783,581696.521,578610.2872,575242.5978,571928.5622,569006.0256,566024.249,562670.4357
0,212,Dominica,7790.8195,7933.1595,8083.279,8236.638,8387.7055,8537.711,8687.116,8831.281,8968.7845,9105.5995,9245.359,9415.3765,9599.9715,9743.3065,9823.8175,9843.1855,9809.6535,9731.9655,9608.4765,9439.6205,9229.7015,9051.167,8949.483,8866.864,8786.617,8717.1485,8664.136,8636.979,8635.447,8646.7505,8655.536,8700.7135,8795.286,8878.6635,8931.868,8965.044,8988.9095,9009.8075,9027.266,9038.8435,9031.6505,9130.798,9157.8795,9380.8257,9603.0175,9554.005,9147.5103,8635.9456,8480.1551,8313.142,8142.8729,7983.4105,7866.4463,7798.3948,7755.6405,7709.2014,7644.3749,7590.2027,7547.1703,7504.8236,7457.4431,7406.1928,7347.7689,7278.6721,7205.2656,7130.0815,7058.2932,6984.9282,6909.3325,6828.6827,6743.7895,6657.9825,6568.3783,6476.5328,6387.7938,6311.0687,6248.5618,6195.6868,6150.471,6106.7256,6058.7451
0,214,Dominican Republic,382556.9173,400650.7183,419278.8483,438286.1521,457619.777,477033.4273,496372.2966,515654.8778,534820.015,553843.0909,572577.0834,591006.9767,609106.4135,626696.535,643993.7448,661404.4421,678961.9233,696805.6965,715346.2904,734466.6676,753876.0246,773386.3962,792901.96,812445.4388,832305.5088,852460.5347,872360.7336,891930.1559,911772.0343,932005.1602,951497.1496,969917.8351,987995.153,1006232.913,1025066.898,1044357.581,1063503.871,1082182.583,1106314.584,1129645.048,1152196.543,1174145.629,1194694.324,1213260.059,1231538.15,1251318.118,1271803.561,1291958.743,1311778.844,1330557.711,1349793.979,1368783.279,1385538.92,1401812.233,1420156.598,1439599.68,1458628.805,1476979.902,1494129.481,1509579.212,1523450.231,1536222.77,1548062.873,1558769.052,1567744.437,1574650.838,1579586.284,1582532.156,1583222.774,1581479.203,1577789.772,1572647.01,1566057.423,1557897.735,1548465.246,1538198.527,1527093.776,1515405.693,1503342.941,1490321.855,1475927.067
0,218,Ecuador,550830.6422,569679.0698,589166.0207,609039.6765,629218.8043,656537.6653,685105.3976,714877.1205,745794.6653,777849.4985,811229.2048,845849.2009,881562.8073,918553.5654,956717.7886,995798.3712,1035492.372,1075633.109,1115846.256,1155641.794,1194901.245,1233013.283,1270738.477,1308074.324,1344695.442,1381833.381,1419733.044,1458146.894,1497209.279,1536987.622,1576833.822,1616739.543,1657192.214,1698770.849,1741853.234,1786696.38,1833640.23,1882232.917,1931046.77,1978990.028,2026643.492,2074887.402,2123133.894,2170977.727,2219283.839,2268936.315,2321021.88,2376405.214,2437764.497,2498109.032,2544734.784,2580512.255,2614590.26,2650360.975,2686909.117,2722723.095,2757077.852,2788976.468,2814038.078,2831727.803,2844343.093,2851453.813,2855210.575,2858384.695,2857970.022,2852163.168,2841406.87,2825779.184,2805951.537,2782884.403,2757468.012,2730097.129,2700799.597,2670046.845,2638301.891,2605404.039,2571140.728,2535498.734,2498684.456,2460899.009,2422197.762
0,222,El Salvador,336813.6935,347152.2252,359728.253,372859.0501,386327.7071,400077.3094,414171.0388,429115.0769,444981.6309,460715.0771,474558.2781,485225.6616,496918.1919,511454.8886,526405.5338,541040.7559,555481.0817,570550.6963,585076.3624,598507.2348,612183.4812,625724.4571,639125.1837,653137.5595,666955.9076,680322.7715,692922.6587,704127.6307,713479.4671,720891.8361,726738.5191,731637.6583,736428.6007,741538.4401,746799.9579,752111.8118,757440.5272,765851.2094,778126.0165,791325.2604,804992.247,818586.0997,831738.6003,844285.2485,855585.8653,864526.2107,870846.7973,873990.1722,873223.4376,869660.4596,867533.4154,867484.8756,868080.3935,869337.0658,870278.5525,871238.8415,872014.3153,872431.8927,872470.7735,872492.8893,872117.6314,870468.203,867411.9856,863639.5103,859616.0241,855401.9212,851026.5948,846165.6415,840770.2635,834672.3905,827632.2748,819847.581,811219.6359,801736.9112,791264.674,779960.6678,768263.7817,756383.89,744267.8092,731779.0819,719335.9771
0,226,Equatorial Guinea,28183.5743,27796.5055,27232.5885,26589.1466,25906.2222,25230.4122,24596.8745,24193.0101,24126.813,24404.0771,25159.251,26396.3388,28022.7784,30208.9964,32707.2782,34869.1298,36643.9187,38091.2113,39362.1637,40596.6039,41851.6396,43151.1573,44517.3456,45970.8932,47442.4511,48963.8602,50646.8772,52493.3335,54498.4968,56732.1111,60152.9951,64836.8573,69931.9404,75342.7774,80924.1316,85837.52,90014.8234,94153.1645,98281.5729,102399.7759,106472.1861,110225.106,113713.0948,117240.6165,120821.0583,124551.9583,128524.2825,132825.6132,137658.9138,143202.6267,148633.9224,154152.2296,160334.3507,166745.1647,173510.8448,180581.0136,187859.0585,195285.2424,202731.6092,210083.3201,217344.8553,224595.388,231884.5588,239042.1097,246027.2666,252931.1669,259689.8821,266340.517,273011.149,279949.1209,287227.6673,294613.6657,302100.693,309748.9644,317468.0734,325285.8179,333244.835,341309.3587,349587.5387,358046.3144,366575.3091
0,231,Ethiopia,1471045.501,1502902.138,1533632.535,1568289.828,1609114.904,1653469.756,1701552.642,1742025.383,1779393.245,1810577.667,1823084.449,1871604.866,1949193.458,2012878.605,2077275.378,2196992.34,2321109.487,2452707.254,2596218.681,2744611.175,2897057.312,3085013.058,3277102.321,3446151.828,3621892.124,3800262.733,3976509.728,4148596.46,4320849.51,4506755.278,4713056.801,4945416.714,5211303.37,5505190.748,5818131.984,6147002.22,6360682.258,6587762.3,6827303.671,7074998.931,7329842.148,7589832.797,7848949.897,8100363.145,8348969.299,8595023.427,8839290.744,9081016.578,9310897.503,9531905.726,9763027.724,9998758.011,10229882.63,10459717.04,10697257.93,10938892.19,11175194.69,11407097.15,11635138.05,11879330.37,12156064.54,12469250.06,12825214.38,13229304.46,13682364.82,14170952.62,14677829.82,15198895.82,15734226.39,16281244.47,16835396.91,17397401.78,17974488.9,18568544.63,19176047.45,19797630.13,20438849.02,21102623.55,21788240.13,22492735.14,23219584.81
0,232,Eritrea,94845.266,96907.9155,98984.6245,101331.475,104092.2335,107161.9405,110500.481,114062.986,117666.052,121176.728,124675.595,128265.62,131988.242,135670.7955,139168.073,142544.965,145858.2695,149064.213,152208.0385,155262.5455,158077.8065,149025.6085,139328.6395,144190.497,148845.467,159626.9035,170543.0418,170929.4929,172734.3961,176612.2095,181267.2869,190085.3004,201737.7568,216465.1081,231398.7419,240109.8542,245707.6052,251114.952,261648.4929,272410.9327,281516.2327,291391.3977,300092.4562,307919.9699,312503.9962,315304.6911,319024.048,323926.4142,332806.9855,343609.4642,355838.8072,369039.9631,381230.7194,392727.3509,404595.2053,416867.2873,428951.2134,440616.3131,451904.1256,462406.6696,472175.0282,481346.1207,490159.9784,499194.4086,508591.7803,518320.9233,528838.8348,540217.6327,551822.409,563745.9669,576457.9909,589493.0215,602917.1447,616857.4028,630700.0058,644713.2677,658119.1348,670765.0219,683549.9744,695912.9592,707680.3806
0,233,Estonia,127057.913,129237.1364,130656.4543,131833.5594,132711.451,133246.6016,133674.2667,133901.0967,133626.4373,133323.5813,133101.7975,132714.0226,132354.0443,132366.4166,132846.294,133448.2294,134120.4563,134829.3934,135351.9948,135451.6688,137669.3582,139450.7193,139735.4002,139262.3536,139328.7884,140038.9667,141171.2437,142683.629,144882.9424,147095.4243,148946.1973,150487.9876,152094.3321,153934.7087,155595.1672,156550.0666,156630.8146,156306.5506,155386.3042,153765.304,151853.8,149804.3838,145472.7863,141407.0824,137890.6252,135617.6042,133907.4301,132219.1245,131161.7416,130233.1451,129474.5343,129532.8542,131590.4678,133667.7751,133337.0521,131603.8189,130298.2621,129711.4673,128996.2201,128222.9734,127376.6838,126475.5291,125380.1118,124258.939,123126.5102,121599.6764,119812.8537,117531.7171,114456.0262,111087.8891,107869.1843,104985.6947,102438.705,100184.1625,98144.9133,96284.518,94585.9162,93149.7366,92042.409,91079.5263,90206.0968
0,234,Faeroe Islands,3082.7516,3137.4686,3197.9077,3244.5266,3281.7671,3315.4799,3352.5055,3407.5103,3512.9218,3620.5197,3729.1206,3854.962,3985.8486,4101.1411,4209.6767,4299.8702,4371.7578,4426.3387,4470.6127,4526.825,4461.1369,4269.8895,4075.7193,3897.2499,3752.2291,3725.0229,3802.6563,3873.0452,3895.1235,3891.8586,3933.6521,4009.1244,4094.8371,4199.6159,4319.5916,4418.6002,4479.2846,4520.8611,4537.0365,4526.852,4534.4637,4549.1543,4548.4432,4530.4246,4515.8851,4578.1546,4668.1692,4735.7702,4818.5294,4922.1076,5015.9165,5116.0149,5321.466,5584.2022,5785.0188,5922.1974,6032.6312,6114.0408,6172.4663,6240.4187,6316.3262,6390.76,6459.856,6524.4142,6582.3793,6609.4051,6611.1813,6604.2961,6589.476,6569.9628,6546.1854,6519.2526,6495.4184,6479.6898,6474.9463,6479.9433,6489.6651,6499.5813,6503.3554,6496.6617,6479.7757
0,238,Falkland Islands (Malvinas),190.3459,184.3198,178.7042,175.1236,173.1621,172.5374,171.7001,170.555,168.9946,165.1504,163.4519,170.1232,180.4625,188.4708,195.9403,203.976,211.1984,222.1301,232.8991,241.7221,249.075,258.7244,272.0862,284.827,295.229,304.1711,314.4639,326.1609,337.2834,347.9916,358.5707,365.9615,371.2467,376.8701,383.1562,389.2994,395.2429,400.7255,403.407,403.3716,402.1352,404.0824,414.0961,430.1351,447.18,464.8225,478.1894,484.1674,484.0348,482.1536,480.2905,472.9502,462.5871,452.3553,445.1517,441.816,436.9209,428.6888,420.7215,417.6915,416.8058,410.771,402.6239,397.2897,390.7108,381.653,374.969,372.1092,369.3368,363.8707,355.9967,347.3651,338.4788,329.4935,322.1385,316.0587,308.5145,300.7659,293.7788,287.2768,281.6514
0,242,Fiji,44096.3065,45387.162,46710.9343,48090.0327,49523.0735,50989.0964,52491.3304,54601.5785,56865.748,59060.0603,61121.2321,63044.5653,64776.708,66313.8834,67758.3445,69130.7851,70231.1569,70840.7214,71115.5158,71330.6819,71736.3298,72475.5883,73473.334,74692.9694,76093.078,77543.118,79126.6307,81116.4372,83357.8713,85544.528,87489.9775,89079.8393,90459.0733,91704.6152,92809.1157,93859.7553,94876.9122,95728.2697,96422.3848,96933.9534,97341.8753,97730.7958,97992.3061,98020.2756,97895.3094,97532.096,97153.8888,96846.8405,96648.0256,96573.2834,96929.4682,97717.9886,98789.2458,100093.3797,101302.1899,102339.2901,103191.1985,103949.1864,104772.4354,105648.6413,106518.6185,107255.4554,107744.5446,108003.3846,108092.7137,108059.6789,107953.2799,107758.176,107457.9647,107136.6645,106824.6081,106547.7473,106320.48,106117.6014,105961.3082,105859.9673,105814.8074,105853.604,105989.0936,106170.5512,106387.1418
0,246,Finland,449744.8059,451135.9833,454878.7507,456621.4915,457406.2988,457852.7139,457343.2751,456394.9224,456411.9998,457014.0894,457415.4723,458825.261,461194.9959,463585.1808,464348.6199,463239.539,461594.8243,458839.4714,455004.2108,453009.2539,454803.3013,457985.0856,462215.7261,467157.2277,470688.2101,472330.376,472222.4154,472243.7157,473412.634,474450.8482,474535.8914,474007.0184,472805.974,472212.9931,472664.9854,473943.7542,476262.1561,479277.047,482404.8356,485026.9372,486871.1186,487946.8078,488381.6618,487688.4474,486325.225,484834.6211,483430.5909,482122.348,481101.7905,481405.9392,482982.3719,486009.3585,491343.1109,497425.2764,503504.4777,509270.445,513232.8625,516046.6434,518082.3902,519253.7779,519399.5026,518262.6175,515680.6572,511310.7732,505638.8734,499939.7334,495490.4379,491067.8237,485405.6326,479509.4103,473628.8558,467522.6142,461696.9648,456742.8832,452327.0743,448197.766,444377.6156,441141.7109,438833.0187,437001.5583,435337.1334
0,250,France,3904523.164,3981282.993,4046681.459,4111021.45,4179542.581,4243252.784,4307210.243,4373743.872,4441466.821,4514816.21,4585154.419,4651980.902,4717977.83,4784353.001,4851194.467,4922411.19,5001762.08,5087799.241,5170754.351,5234752.237,5274141.53,5296126.461,5321169.523,5351516.129,5384529.726,5437316.263,5491817.13,5528446.348,5538268.741,5548102.697,5583150.459,5631627.453,5689269.151,5755064.095,5826591.397,5887470.323,5929688.116,5958788.526,5982551.245,6002361.159,6023278.029,6038418.294,6050489.385,6091476.829,6130766.063,6158004.639,6196164.895,6234944.778,6269039.001,6300403.007,6333225.564,6384171.097,6434761.562,6468351.999,6517864.396,6588320.657,6651391.827,6701309.855,6737540.971,6764599.286,6770838.405,6775895.225,6774143.638,6749001.655,6721235.388,6685412.256,6650412.737,6624082.04,6588530.093,6541497.657,6498491.933,6453166.601,6412518.64,6387788.286,6368584.797,6351306.824,6331215.559,6310355.907,6294197.099,6283156.109,6274950.295
0,254,French Guiana,4530.4552,4775.5173,5032.6223,5292.824,5599.6636,5982.1124,6325.989,6675.6015,7036.4602,7415.2884,7807.985,8208.7395,8687.3634,9326.1815,10074.4484,10872.325,11717.1226,12590.9841,13468.4337,14336.9321,15081.5787,15736.0813,16440.5761,17186.0207,17970.8716,18781.8986,19613.7145,20471.6231,21352.1405,22391.7498,23660.8099,25011.4866,26431.7214,27988.3524,29695.1554,31535.4622,33075.8665,34066.133,34983.8575,35762.1329,36475.669,37210.4097,37998.7923,39048.5971,40341.2071,41644.6863,42944.6429,44343.5029,45846.4854,47127.1542,47951.8955,48643.5863,49530.1939,50374.3512,51108.9792,51830.058,52583.3881,53487.5606,54355.639,55002.7113,55557.192,56111.8622,56661.4288,57253.1664,57825.4262,58216.0906,58499.8162,58732.0084,59160.7401,59889.1152,60557.4901,61200.9976,61808.1636,62257.74,62671.969,63086.0383,63486.8506,63888.1192,64166.3243,64302.5996,64371.4588
0,258,French Polynesia,9596.8066,10049.6517,10511.6375,10949.4818,11350.5954,11719.5708,12082.492,12527.5761,13090.5153,13706.1749,14344.9744,15005.1429,15682.6296,16358.4577,16954.0309,17445.9846,17879.4767,18263.608,18598.7539,18887.2486,19138.7661,19352.5299,19535.5165,19716.5944,19931.7134,20207.3275,20556.7649,20986.2251,21479.8312,22021.2187,22621.9293,23302.1281,23936.2906,24431.2555,24818.7511,25145.5031,25471.233,25747.4827,25829.6271,25732.1505,25582.8692,25425.5296,25287.2828,25153.6557,25017.9766,24918.9025,24875.9063,24779.4557,24675.662,24492.0661,24466.2889,24519.3963,24607.3574,24759.382,24938.3669,25100.229,25232.2443,25321.6032,25351.5816,25340.7213,25291.0179,25199.7987,25074.1537,24912.7895,24606.5168,24072.1575,23584.2298,23235.1415,22877.7375,22570.9341,22354.6149,22129.2263,21863.7335,21627.0304,21465.9751,21407.7731,21368.0941,21304.2221,21237.5615,21160.7224,21088.533
