"division_numeric_code","start_date","end_date","is_in_union","age_range","data_series_type","group_type_relative_to_baseline","contraceptive_use_modern","contraceptive_use_traditional","contraceptive_use_any","unmet_need_any","geographical_region_bias_reason","has_non_pregnant_and_other_positive_biases","age_group_bias","modern_method_bias","has_absence_of_probing_questions_bias","se_modern","se_traditional","se_unmet_need","se_log_r_modern_no_use","se_log_r_traditional_no_use","se_log_r_unmet_no_need","source_id"
364,1993,1993,"Y","15-49","National survey","MW",0.492,0.186,0.678,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5105
364,1994,1994,"Y","15-49","National survey","MW",0.511,0.189,0.7,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3137
364,1995,1995,"Y","15-49","National survey","MW",0.536,0.192,0.728,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5104
364,1996,1996,"Y","15-49","National survey","MW",0.561,0.18,0.737,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3138
364,1997,1997,"Y","15-49","National survey","MW",0.56,0.169,0.729,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2875
364,2000.748634,2000.748634,"Y","15-49","National survey","MW",0.56,0.178,0.738,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,696
364,2002.49589,2002.99726,"Y","15-49","National survey","MW",0.5902949572,0.1431018078,0.733396765,NA,"","Y","None","None","N",NA,NA,NA,NA,NA,NA,1878
364,2010.49589,2011.158904,"Y","15-49","National survey","MW",0.57,0.217,0.774,0.057,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,5558
368,1974,1974,"Y","15-49","National survey","MW",0.129,0.017,0.145,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,15
368,1989.161644,1989.410959,"Y","15-49","Other","MW",0.104,0.034,0.137,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,833
368,2000.666667,2000.734973,"Y","15-49","MICS","MW",0.2540303211,0.1812007977,0.4352311187,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,4439
368,2006.084932,2006.493151,"Y","15-49","MICS","MW",0.3284561211,0.1700195463,0.4984756674,NA,"","N","None","None","Y",0.004884931,0.004150963,NA,0.02406749,0.031981477,NA,151
368,2011.117808,2011.208219,"Y","15-49","MICS","MW",0.3359872871,0.1885908225,0.5245781096,0.08,"","N","None","None","Y",0.004047028,0.003804093,0.002723471,0.019687002,0.027012596,0.029063714,5334
368,2018.161644,2018.410959,"Y","15-49","MICS","MW",0.3607492047,0.1671389453,0.5278881501,0.1433667786,"","N","None","None","N",0.006696346,0.008534305,0.00563593,0.025978278,0.061492835,0.04627462,5586
372,2003.49589,2004.327869,"Y","15-49","National survey","MW",0.6738095238,0.0630952381,0.7369047619,NA,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,5110
372,2004,2005,"Y","15-49","National survey","MW",NA,NA,0.648,NA,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,3143
372,2010,2010,"Y","15-49","National survey","MW",0.7090694935,0.02355712603,0.7326266196,NA,"","Y","+","None","N",NA,NA,NA,NA,NA,NA,7672
376,1987,1988,"Y","15-49","National survey","MW",0.519,0.16,0.68,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,2770
380,1995.832877,1996.081967,"Y","15-49","Other","MW",0.4048145075,0.2217417632,0.6265562707,0.118,"","N","+","+","Y",NA,NA,NA,NA,NA,NA,2855
380,2013,2013,"Y","15-49","National survey","MW",0.518,0.133,0.651,NA,"","Y","+","None","Y",NA,NA,NA,NA,NA,NA,7508
388,1975,1976,"Y","15-49","Other","MW",0.362,0.021,0.383,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,654
388,1979,1979,"Y","15-49","National survey","MW",0.542,0.007,0.549,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,5112
388,1983,1983,"Y","15-49","Other","MW",0.484,0.03,0.514,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2735
388,1989,1989,"Y","15-49","Other","MW",0.5120797014,0.033919817,0.546,0.206,"","N","None","None","N",NA,NA,NA,NA,NA,NA,809
388,1993,1993,"Y","15-49","Other","MW",0.5829794131,0.0369478756,0.6199272887,0.13,"","N","?","None","N",NA,NA,NA,NA,NA,NA,2830
388,1997.580822,1997.99726,"Y","15-49","Other","MW",0.6266923408,0.03058842513,0.6572807659,0.142,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2876
388,2002,2003,"Y","15-49","Other","MW",0.661,0.03,0.691,0.117,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2922
388,2008.415301,2009.326027,"Y","15-49","Other","MW",0.684,0.041,0.725,0.1,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3168
392,1950,1950,"Y","15-49","National survey","MW",NA,NA,0.195,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5113
392,1952,1952,"Y","15-49","National survey","MW",NA,NA,0.266,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5114
392,1952,1952,"Y","15-49","National survey","MW",NA,NA,0.217,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,7421
392,1954.246575,1954.246575,"Y","15-49","National survey","MW",NA,NA,0.332,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,7420
392,1955,1955,"Y","15-49","National survey","MW",NA,NA,0.341,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5115
392,1957,1957,"Y","15-49","National survey","MW",NA,NA,0.39,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5116
392,1959,1959,"Y","15-49","National survey","MW",NA,NA,0.427,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5117
392,1961,1961,"Y","15-49","National survey","MW",NA,NA,0.42,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5118
392,1963,1963,"Y","15-49","National survey","MW",NA,NA,0.446,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5119
392,1965,1965,"Y","15-49","National survey","MW",NA,NA,0.555,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5120
392,1967,1967,"Y","15-49","National survey","MW",NA,NA,0.53,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5121
392,1969,1969,"Y","15-49","National survey","MW",NA,NA,0.521,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5122
392,1971,1971,"Y","15-49","National survey","MW",NA,NA,0.526,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5123
392,1973,1973,"Y","15-49","National survey","MW",NA,NA,0.593,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5130
392,1975,1975,"Y","15-49","National survey","MW",NA,NA,0.605,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5131
392,1977,1977,"Y","15-49","National survey","MW",NA,NA,0.604,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5132
392,1979,1979,"Y","15-49","National survey","MW",NA,NA,0.622,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5133
392,1984,1984,"Y","15-49","National survey","MW",NA,NA,0.573,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2742
392,1986,1986,"Y","15-49","National survey","MW",NA,NA,0.628,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2761
392,1987,1987,"Y","15-49","National survey","MW",NA,NA,0.645,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,2771
392,1988,1988,"Y","15-49","National survey","MW",NA,NA,0.563,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2783
392,1990,1990,"Y","15-49","National survey","MW",NA,NA,0.579,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2799
392,1992,1992,"Y","15-49","National survey","MW",NA,NA,0.64,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2824
392,1994,1994,"Y","15-49","National survey","MW",NA,NA,0.586,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2839
392,1996,1996,"Y","15-49","National survey","MW",NA,NA,0.566,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2866
392,1997,1997,"Y","15-49","National survey","MW",NA,NA,0.604,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,2877
392,1998,1998,"Y","15-49","National survey","MW",NA,NA,0.541,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2881
392,2000,2000,"Y","15-49","National survey","MW",NA,NA,0.559,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2899
392,2004,2004,"Y","15-49","National survey","MW",NA,NA,0.52,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2935
392,2005,2005,"Y","15-49","National survey","MW",0.444,0.168,0.543,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,3170
392,2014.161644,2014.243836,"Y","15-49","National survey","MW",0.390344488,0.1569584932,0.5473029812,NA,"","N","+","-","N",NA,NA,NA,NA,NA,NA,7438
392,2015,2015,"Y","15-49","National survey","MW",0.331,0.067,0.398,NA,"","N","+","None","N",NA,NA,NA,NA,NA,NA,5786
400,1972,1972,"Y","15-49","National survey","MW",0.176,0.085,0.261,NA,"Excluding the West Bank.","N","None","None","N",NA,NA,NA,NA,NA,NA,701
400,1976,1976,"Y","15-49","Other","MW",0.174,0.078,0.252,NA,"Excluding the West Bank.","N","None","None","N",NA,NA,NA,NA,NA,NA,29
400,1983.49589,1983.764384,"Y","15-49","Other","MW",0.208,0.053,0.26,NA,"Excluding the West Bank.","N","None","None","N",NA,NA,NA,NA,NA,NA,1728
400,1990.747945,1990.99726,"Y","15-49","DHS","MW",0.2686216601,0.1308873205,0.3995089806,0.2646673992,"","N","None","None","N",0.007708559,0.004899134,0.006237835,0.041502026,0.046082611,0.036198433,1727
400,1997.413699,1997.830137,"Y","15-49","DHS","MW",0.376814804,0.1490301542,0.5258449582,0.2006835772,"","N","None","None","N",0.007618209,0.005416258,0.005972963,0.035649305,0.047048707,0.038004734,1724
400,2002.49589,2002.745205,"Y","15-49","DHS","MW",0.4121823829,0.1455980211,0.557780404,0.1494122827,"","N","None","None","N",0.009060756,0.005699823,0.005675067,0.040687372,0.050150563,0.045889518,1725
400,2007.413699,2007.912329,"Y","15-49","DHS","MW",0.4220032315,0.1489677719,0.5709710034,0.1382868532,"","N","None","None","N",0.007987023,0.005125518,0.005696714,0.035543799,0.044039942,0.055003691,2407
400,2009.747945,2009.99726,"Y","15-49","National survey","MW",0.4203113143,0.172335361,0.5926466753,0.1337767644,"","N","None","None","N",0.008377647,0.006828689,0.005603065,0.034706357,0.04877,0.051679644,4698
400,2012.666667,2012.997268,"Y","15-49","DHS","MW",0.4231194459,0.1886216368,0.6117410827,0.1173176713,"","N","None","None","N",0.007333166,0.00534609,0.005719009,0.033759357,0.039412314,0.060849842,5339
400,2017.49589,2018.082192,"Y","15-49","DHS","MW",0.3744688129,0.1438018345,0.5182706474,0.1424197004,"","N","None","None","N",0.007177059,0.004994194,0.00532243,0.033871507,0.045014153,0.045591649,7364
398,1995.328767,1995.745205,"Y","15-49","DHS","MW",0.4606082622,0.1304206005,0.5910288626,0.1631061892,"","N","None","None","N",0.011741262,0.011556957,0.009427126,0.054622792,0.113289889,0.082909823,1826
398,1999.49589,1999.745205,"Y","15-49","DHS","MW",0.5442922636,0.1165089459,0.6608012096,0.1185641329,"","N","None","None","N",0.014115954,0.008625449,0.007090337,0.062764672,0.092539564,0.070663622,1669
398,2006,2006.243836,"Y","15-49","MICS","MW",0.4940031588,0.01303619682,0.5070393556,NA,"","N","None","None","Y",0.006889822,0.0013932,NA,0.028057347,0.110541991,NA,1882
398,2010.832877,2011.082192,"Y","15-49","MICS","MW",0.497401943,0.01255842003,0.509960363,0.116,"","N","None","None","Y",0.006264119,0.001381139,0.004947878,0.025401803,0.112924468,0.037476097,5006
398,2015.70411,2015.871233,"Y","15-49","MICS","MW",0.5359843033,0.02095568904,0.5569399923,0.09804698364,"","N","None","None","N",0.008047822,0.002072943,0.004552206,0.03232316,0.101118283,0.050321704,5666
398,2018,2018,"Y","15-49","National survey","MW",0.5009,0.0289,0.5298,0.1547,"","N","+","None","N",NA,NA,NA,NA,NA,NA,7680
404,1977,1978,"Y","15-49","Other","MW",0.044,0.025,0.07,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,753
404,1984,1984,"Y","15-49","Other","MW",0.097,0.073,0.17,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2743
404,1988.915301,1989.410959,"Y","15-49","DHS","MW",0.178710205,0.09035863453,0.2690688395,0.38,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1822
404,1993.084932,1993.663014,"Y","15-49","DHS","MW",0.2729654491,0.05450735897,0.3274728081,0.3530439365,"","N","None","None","N",0.011479359,0.004266835,0.009816168,0.061320938,0.086869799,0.047361477,1823
404,1998.084932,1998.578082,"Y","15-49","DHS","MW",0.3146706905,0.07505231166,0.3897230022,0.2799136026,"","N","None","None","N",0.010743375,0.005091101,0.008931445,0.050392379,0.073940021,0.044927051,1824
404,2003.246575,2003.745205,"Y","15-49","DHS","MW",0.3153541257,0.07780895205,0.3931630777,0.274079014,"","N","None","None","N",0.009143841,0.004007131,0.006740311,0.057309448,0.075214991,0.050902128,1692
404,2008.833333,2009.158904,"Y","15-49","DHS","MW",0.3944455538,0.06027620585,0.4547217596,0.2563424992,"","N","None","None","N",0.01222617,0.00577887,0.008588812,0.053818742,0.107454909,0.05266999,4689
404,2014.49589,2014.556164,"Y","15-49","PMA","MW",0.5237790478,0.00259427328,0.5284896654,0.2306607306,"","N","None","None","Y",0.018098005,0.000946442,0.010529494,0.072718978,0.37565445,0.078275947,5721
404,2014.328767,2014.830137,"Y","15-49","DHS","MW",0.5322078859,0.04750701992,0.5797149058,0.1747809836,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5780
404,2014.832877,2014.99726,"Y","15-49","PMA","MW",0.5523793366,0.00804843464,0.561674311,0.2121775579,"","N","None","None","Y",0.016274276,0.002460384,0.012385628,0.067486308,0.310471148,0.068375574,5996
404,2015.413699,2015.578082,"Y","15-49","PMA","MW",0.5930364117,0.02138814223,0.6151355016,0.1647709217,"","N","None","None","N",0.016911854,0.004201663,0.010711559,0.070734271,0.202684657,0.07334298,5768
404,2015.832877,2015.99726,"Y","15-49","PMA","MW",0.6182107925,0.02202020497,0.6407890737,0.1730416157,"","N","None","None","N",0.014450869,0.006109029,0.010379752,0.063213087,0.294458082,0.077835337,6037
404,2016.833333,2016.997268,"Y","15-49","PMA","MW",0.5930103571,0.01715652463,0.6117414876,0.1583497357,"","N","None","None","N",0.014579981,0.00270171,0.011078696,0.061776606,0.173620298,0.093264763,7484
404,2017.832877,2017.99726,"Y","15-49","PMA","MW",0.5851627675,0.01239437677,0.5996823824,0.1516441453,"","N","None","None","N",0.012944539,0.002417087,0.008324523,0.055411827,0.198529649,0.081545602,7657
404,2018.832877,2018.99726,"Y","15-49","PMA","MW",0.5993494544,0.01785693708,0.6192098938,0.1429665898,"","N","None","None","N",0.012457061,0.002747216,0.008614291,0.055591998,0.150948151,0.080605053,7720
404,2019.832877,2019.915068,"Y","15-49","PMA","MW",0.564,0.033,0.597,0.15,"","N","None","None","N",NA,NA,NA,NA,NA,NA,9019
404,2020.833333,2020.997268,"Y","15-49","PMA","MW",0.6115644396,0.03839334739,0.6511621062,0.1270720956,"","N","None","None","N",0.009285331,0.003577425,0.005622718,0.041866454,0.103475475,0.056736756,9095
296,2000,2000,"Y","15-49","National survey","MW",NA,NA,0.407,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,3112
296,2008.330601,2008.527322,"Y","15-49","National survey","MW",NA,NA,0.2,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,6017
296,2009.712329,2009.961644,"Y","15-49","DHS","MW",0.18,0.043,0.223,0.28,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5444
296,2018.832877,2019.082192,"Y","15-49","MICS","MW",0.273,0.062,0.336,0.173,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7823
414,1984,1985,"Y","15-49","National survey","MW",0.373,0.017,0.39,NA,"","Y","None","None","N",NA,NA,NA,NA,NA,NA,2744
414,1987,1987,"Y","15-49","Other","MW",0.317,0.029,0.346,NA,"Data pertain to nationals of the country.","N","None","None","Y",NA,NA,NA,NA,NA,NA,185
414,1994,1994,"Y","15-49","National survey","MW",0.474,0.025,0.498,NA,"Data pertain to Kuwait City and Jahra.","Y","?","None","N",NA,NA,NA,NA,NA,NA,2840
414,1996,1996,"Y","15-49","Other","MW",0.409,0.093,0.502,NA,"Data pertain to nationals of the country.","N","None","None","N",NA,NA,NA,NA,NA,NA,815
414,1999,1999,"Y","15-49","National survey","MW",0.393,0.129,0.52,NA,"","Y","None","None","N",NA,NA,NA,NA,NA,NA,2888
417,1997.580822,1997.912329,"Y","15-49","DHS","MW",0.4888308257,0.1065982331,0.5954290588,0.1183612728,"","N","None","None","N",0.015949145,0.008052784,0.00762479,0.066950728,0.088121227,0.068457162,1782
417,2005.961644,2006.090411,"Y","15-49","MICS","MW",0.4572305384,0.02038054224,0.4776110807,NA,"","N","None","None","Y",0.013957524,0.003338338,NA,0.056771917,0.168821979,NA,652
417,2012.581967,2012.997268,"Y","15-49","DHS","MW",0.3367072313,0.02621152052,0.3629187518,0.1802110748,"","N","None","None","N",0.008105205,0.002689365,0.007063924,0.037256639,0.108244088,0.048627567,5457
417,2014.309589,2014.493151,"Y","15-49","MICS","MW",0.3994052088,0.01978124329,0.4191864521,0.1909589631,"","N","None","None","N",0.009884643,0.002218335,0.008104901,0.042019496,0.117617058,0.050768531,5577
417,2018.665753,2018.871233,"Y","15-49","MICS","MW",0.378108681,0.01565473102,0.393763412,0.1973471917,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7582
418,1993.328767,1993.49589,"Y","15-49","National survey","MW",0.151,0.035,0.186,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,23
418,1994.665753,1995.161644,"Y","15-49","National survey","MW",NA,NA,0.2,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,770
418,2000,2000,"Y","15-49","National survey","MW",0.289,0.032,0.322,0.395,"","N","None","None","N",NA,NA,NA,NA,NA,NA,680
418,2005.747945,2005.830137,"Y","15-49","National survey","MW",0.35,0.034,0.384,0.273,"","N","None","None","N",NA,NA,NA,NA,NA,NA,4618
418,2011.665753,2012.161202,"Y","15-49","DHS","MW",0.426680544,0.0697814882,0.4964620322,0.1993087309,"","N","None","None","N",0.006549734,0.002752868,0.004612437,0.028212915,0.045222128,0.026976573,5062
418,2017.49589,2017.745205,"Y","15-49","MICS","MW",0.5104010134,0.05235697354,0.562757987,0.1330297503,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,7348
428,1995.665753,1995.830137,"Y","15-49","Other","MW",0.5558698727,0.1230551627,0.6789250354,0.168,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,2856
422,1971.468493,1971.720548,"Y","15-49","National survey","MW",NA,NA,0.53,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,804
422,1983.161644,1983.493151,"Y","15-49","Other","MW",0.467,0.151,0.617,NA,"Data pertain to South Lebanon.","N","None","None","N",NA,NA,NA,NA,NA,NA,3174
422,1983.161644,1983.493151,"Y","15-49","Other","MW",0.307,0.379,0.688,NA,"Data pertain to West Bekaa.","N","None","None","N",NA,NA,NA,NA,NA,NA,3174
422,1996,1996.245902,"Y","15-49","Other","MW",0.372,0.238,0.611,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,711
422,2000.833333,2000.997268,"Y","15-49","MICS","MW",0.404,0.222,0.627,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1932
422,2004.259563,2004.904372,"Y","15-49","Other","MW",0.342,0.238,0.58,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,2416
422,2009.2,2009.953425,"Y","15-49","MICS","MW",0.468,0.077,0.545,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,4872
426,1977.246575,1977.99726,"Y","15-49","Other","MW",0.03,0.03,0.06,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,639
426,1995,1995,"Y","15-49","National survey","SA",NA,NA,0.286,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,5135
426,2000.163934,2000.412568,"Y","15-49","MICS","MW",0.2958454618,0.00846784864,0.3043133104,NA,"","N","None","None","Y",NA,NA,NA,NA,NA,NA,1920
426,2001.361644,2001.493151,"Y","15-49","National survey","MW",0.361,0.045,0.406,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,1676
426,2002,2002,"Y","15-49","National survey","MW",0.347,0.059,0.38,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,2923
426,2004.666667,2005.082192,"Y","15-49","DHS","MW",0.3517932121,0.02120860375,0.3730018159,0.3098041271,"","N","None","None","N",0.008069487,0.001714796,0.006978255,0.047362651,0.126597663,0.047029051,1808
426,2009.747945,2010.082192,"Y","15-49","DHS","MW",0.4562331688,0.01405486362,0.4702880324,0.2327867218,"","N","None","None","N",0.01088227,0.002245399,0.008719281,0.04351837,0.16004459,0.056131502,4947
426,2011.290411,2011.375342,"Y","15-49","National survey","MW",0.6084445979,0.02578317257,0.6342277705,NA,"","N","?","None","N",NA,NA,NA,NA,NA,NA,5608
426,2014.665753,2014.99726,"Y","15-49","DHS","MW",0.5979442073,0.00356146248,0.6015056698,0.1842795358,"","N","None","None","N",0.011310475,0.001187969,0.008193602,0.046976725,0.333779955,0.063222994,5769
426,2018.246575,2018.745205,"Y","15-49","MICS","MW",0.6457463294,0.00355940362,0.649305733,0.1600816868,"","N","None","None","Y",0.0104787,0.001070266,0.008183267,0.046386471,0.303326244,0.071725987,7583
430,1986.084932,1986.578082,"Y","15-49","DHS","MW",0.05542273113,0.0087989368,0.06422166792,0.328,"","N","None","None","N",NA,NA,NA,NA,NA,NA,1802
430,2006.915068,2007.326027,"Y","15-49","DHS","MW",0.1025945573,0.01188576723,0.1144803245,0.3561084595,"","N","None","None","N",0.008301482,0.002042675,0.011018507,0.090758064,0.176193026,0.051892082,647
430,2013.161644,2013.578082,"Y","15-49","DHS","MW",0.1906417996,0.01170940371,0.2023512033,0.3110194771,"","N","None","None","N",0.012715764,0.004515029,0.01051697,0.084554117,0.396444119,0.050183478,5469
430,2019.747945,2020.15847,"Y","15-49","DHS","MW",0.2384060607,0.01107250917,0.2494785699,0.3343743658,"","N","None","None","N",0.010801727,0.002835481,0.012636414,0.059688659,0.259759386,0.062515227,7832
434,1995,1995,"Y","15-49","Other","MW",0.257,0.196,0.452,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,757
434,2003.49589,2003.663014,"Y","15-49","MICS","MW",0.237,0.208,0.445,NA,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7537
434,2007.328767,2007.830137,"Y","15-49","Other","MW",0.204,0.215,0.419,0.27,"","N","None","None","N",NA,NA,NA,NA,NA,NA,4527
434,2014,2014,"Y","15-49","Other","MW",0.163,0.114,0.277,0.402,"","N","None","None","N",NA,NA,NA,NA,NA,NA,7050
440,1994.747945,1995.99726,"Y","15-49","Other","MW",0.3315158124,0.1755725191,0.5070883315,0.18,"","N","+","None","Y",NA,NA,NA,NA,NA,NA,2841
440,2006.246575,2006.994521,"Y","15-49","Other","MW",0.523,0.128,0.651,NA,"","N","+","+","Y",NA,NA,NA,NA,NA,NA,5438
